category,model,brand,ym,mean_forecast,std_forecast,cv
CSD,LightGBM,GUARANA ANARCTICA,,36513.07210152928,4723.41643429094,0.12936233963433355
CSD,LightGBM,GUARANA ANARCTICA,,46908.92856952107,1660.2692849085104,0.03539345995609171
CSD,LightGBM,HANCOCK,,254027.0509214968,25741.17067565896,0.10133239976719596
CSD,LightGBM,HANCOCK,,252981.2076492139,8582.3724018857,0.033924940439789886
CSD,LightGBM,HANCOCK,,323304.3043406626,19187.783915857075,0.05934898997088233
CSD,LightGBM,HANCOCK,,321806.003180884,13260.892211264321,0.04120772167140246
CSD,LightGBM,HANCOCK,,332595.88706095563,8402.385956260408,0.025263048291154857
CSD,LightGBM,HANCOCK,,381290.0394080234,8401.695098761573,0.02203491890794139
CSD,LightGBM,HANCOCK,,269179.110223752,15792.940372187188,0.058670750338165135
CSD,LightGBM,HARBOE,,4550941.954739449,196251.93298359998,0.04312336543409854
CSD,LightGBM,HARBOE,,4104347.67112215,130608.9902561639,0.031822106878303204
CSD,LightGBM,HARBOE,,5594255.094099555,64175.15676055397,0.011471617879606816
CSD,LightGBM,HARBOE,,5852587.618378712,220341.53417532032,0.03764856650473513
CSD,LightGBM,HARBOE,,6461423.134858592,200770.54758483655,0.031072186946201348
CSD,LightGBM,HARBOE,,6401872.847072463,192647.94188660014,0.030092434899686715
CSD,LightGBM,HARBOE,,5924942.827839134,112545.98540695969,0.018995286313675024
CSD,LightGBM,HARBOE OTHER,,83616.54222259972,3043.2910778751066,0.036395801560095746
CSD,LightGBM,HARBOE OTHER,,88507.48916510641,2927.7940561144374,0.03307961940545822
CSD,LightGBM,HARBOE OTHER,,116789.25158085399,6143.854045407511,0.05260633116699168
CSD,LightGBM,HARBOE OTHER,,107878.22223881511,2533.489434254043,0.02348471620755427
CSD,LightGBM,HARBOE OTHER,,82570.61398674786,4457.525691945087,0.05398440772961305
CSD,LightGBM,HARBOE OTHER,,91328.46907097587,1891.1051746339476,0.02070663391022438
CSD,LightGBM,HARBOE OTHER,,83827.33792084528,4581.600973293128,0.0546552125706216
CSD,LightGBM,HATA RAMUNE,,1034.7312043461873,90.52745400114803,0.08748886050880177
CSD,LightGBM,HATA RAMUNE,,1601.7950875930314,109.55715260212862,0.06839648432606746
CSD,LightGBM,HATA RAMUNE,,2486.495067667579,627.5777332431811,0.2523945216717729
CSD,LightGBM,HATA RAMUNE,,777.7964878286108,97.69118400426765,0.12559992945840368
CSD,LightGBM,HATA RAMUNE,,1140.6514900439547,202.81510086335848,0.17780636998557994
CSD,LightGBM,HATA RAMUNE,,2362.124394628572,314.69088291211284,0.1332236708734367
CSD,LightGBM,HATA RAMUNE,,1501.6832518458255,137.04042379805037,0.09125787587336029
CSD,LightGBM,HAWAI,,87.03664115796,18.055941257961077,0.2074521835601621
CSD,LightGBM,HAWAI,,101.48134398443928,21.963759173917975,0.21643149678117984
CSD,LightGBM,HAWAI,,136.40082238750895,46.544296531916366,0.3412317881756313
CSD,LightGBM,HAWAI,,159.3036212756549,37.82082596863454,0.23741347287511028
CSD,LightGBM,HAWAI,,102.48119573574532,17.903118961375064,0.17469662441819536
CSD,LightGBM,HAWAI,,116.8409366781165,8.567245151988333,0.07332400266175645
CSD,LightGBM,HAWAI,,81.12898732580686,9.874381575784275,0.12171212659329309
CSD,LightGBM,INDI & CO,,0.38022932166319096,0.2778481181765025,0.730738273842599
CSD,LightGBM,INDI & CO,,0.05586067638904574,0.20180735886874354,3.6126909288251636
CSD,LightGBM,INDI & CO,,3.600242362604264,1.0159131182615575,0.28217909127836843
CSD,LightGBM,INDI & CO,,2.729333587972838,1.068635772185521,0.3915372517652672
CSD,LightGBM,INDI & CO,,0.4479577316293585,0.08150288504523921,0.18194324886142368
CSD,LightGBM,JARRITOS,,4964.7809716318825,492.4270980662394,0.09918405280714382
CSD,LightGBM,JARRITOS,,5269.013103099619,401.8695280353458,0.07627036034488825
CSD,LightGBM,JARRITOS,,18701.402075392434,1543.2117763535412,0.08251850690832004
CSD,LightGBM,JARRITOS,,16674.945516940068,1345.3956813838486,0.08068366280519848
CSD,LightGBM,JARRITOS,,16068.655365476665,1363.8142056528802,0.08487419604399635
