category,model,tuned_for,trial,value,best
danskvand,LightGBM,wmape,20,30.895389691597057,18.37086260724488
danskvand,LightGBM,wmape,21,18.593328806238777,18.37086260724488
danskvand,LightGBM,wmape,22,20.224013558376097,18.37086260724488
danskvand,LightGBM,wmape,23,24.32960634892974,18.37086260724488
danskvand,LightGBM,wmape,24,23.324342391843636,18.37086260724488
danskvand,LightGBM,wmape,25,39.5057010483461,18.37086260724488
danskvand,LightGBM,wmape,26,25.50450537545811,18.37086260724488
danskvand,LightGBM,wmape,27,21.628683192588042,18.37086260724488
danskvand,LightGBM,wmape,28,29.049317073485877,18.37086260724488
danskvand,LightGBM,wmape,29,22.386405114082443,18.37086260724488
danskvand,LightGBM,wmape,30,20.151875775339192,18.37086260724488
danskvand,LightGBM,wmape,31,18.70854780575583,18.37086260724488
